disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_7,symptom_8,symptom_9,symptom_10,symptom_11,symptom_12,symptom_13,symptom_14,symptom_15,symptom_16,symptom_17,temperature,recommendation,symptoms
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","fatigue,irritability,palpitations,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,36.1-37.2°C / 97-99°F,"Treat low blood sugar quickly with fast-acting sugar (juice, glucose tablets), then a snack with protein. If diabetic, review medication doses with your doctor. Seek emergency care for confusion or loss of consciousness.","vomiting,irritability,palpitations,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
Osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Maintain a healthy weight to reduce joint stress, stay active with low-impact exercise, and use pain relief as needed. Physiotherapy can help; consult a doctor for persistent pain or limited mobility.","joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","muscle_weakness,swelling_joints,movement_stiffness,painful_walking"
Arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","muscle_weakness,stiff_neck,movement_stiffness,painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","muscle_weakness,stiff_neck,swelling_joints,painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,,36.1-37.5°C / 97-99.5°F,"Stay active with gentle, joint-friendly exercise, apply heat/cold for symptom relief, and take prescribed anti-inflammatory medication. See a rheumatologist for ongoing joint swelling or stiffness.","muscle_weakness,stiff_neck,swelling_joints,movement_stiffness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,headache,spinning_movements,loss_of_balance,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,headache,nausea,loss_of_balance,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,headache,nausea,spinning_movements,unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Avoid sudden head movements, sit or lie down when dizzy, and consider vestibular rehabilitation exercises. See a doctor if vertigo is frequent, severe, or comes with hearing loss.","vomiting,headache,nausea,spinning_movements,loss_of_balance"
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Keep skin clean, avoid picking or squeezing pimples, and use non-comedogenic skincare. Over-the-counter treatments (benzoyl peroxide, salicylic acid) can help; see a dermatologist for persistent or severe acne.","skin_rash,pus_filled_pimples,blackheads,scurring"
Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Keep skin clean, avoid picking or squeezing pimples, and use non-comedogenic skincare. Over-the-counter treatments (benzoyl peroxide, salicylic acid) can help; see a dermatologist for persistent or severe acne.","pus_filled_pimples,blackheads,scurring"
Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Keep skin clean, avoid picking or squeezing pimples, and use non-comedogenic skincare. Over-the-counter treatments (benzoyl peroxide, salicylic acid) can help; see a dermatologist for persistent or severe acne.","skin_rash,blackheads,scurring"
Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Keep skin clean, avoid picking or squeezing pimples, and use non-comedogenic skincare. Over-the-counter treatments (benzoyl peroxide, salicylic acid) can help; see a dermatologist for persistent or severe acne.","skin_rash,pus_filled_pimples,scurring"
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Keep skin clean, avoid picking or squeezing pimples, and use non-comedogenic skincare. Over-the-counter treatments (benzoyl peroxide, salicylic acid) can help; see a dermatologist for persistent or severe acne.","skin_rash,pus_filled_pimples,blackheads"
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,36.5-38.5°C / 97.7-101.3°F,"Drink plenty of water, urinate frequently, and complete any prescribed antibiotics fully. See a doctor promptly, especially with fever or back pain, which may indicate a kidney infection.","burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,36.5-38.5°C / 97.7-101.3°F,"Drink plenty of water, urinate frequently, and complete any prescribed antibiotics fully. See a doctor promptly, especially with fever or back pain, which may indicate a kidney infection.","bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
Urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,36.5-38.5°C / 97.7-101.3°F,"Drink plenty of water, urinate frequently, and complete any prescribed antibiotics fully. See a doctor promptly, especially with fever or back pain, which may indicate a kidney infection.","burning_micturition,foul_smell_of urine,continuous_feel_of_urine"
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,,36.5-38.5°C / 97.7-101.3°F,"Drink plenty of water, urinate frequently, and complete any prescribed antibiotics fully. See a doctor promptly, especially with fever or back pain, which may indicate a kidney infection.","burning_micturition,bladder_discomfort,continuous_feel_of_urine"
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,,,,,,,,,,,,,,,36.5-38.5°C / 97.7-101.3°F,"Drink plenty of water, urinate frequently, and complete any prescribed antibiotics fully. See a doctor promptly, especially with fever or back pain, which may indicate a kidney infection.","burning_micturition,bladder_discomfort,foul_smell_of urine"
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails"
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails"
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,,,,,,,,,,,,,36.1-37.2°C / 97-99°F,"Moisturize regularly, avoid triggers like stress and skin injury, and use prescribed topical or systemic treatments. See a dermatologist for flare-ups or if joint pain develops (psoriatic arthritis).","skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails"
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze"
Impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","skin_rash,high_fever,blister,yellow_crust_ooze"
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,,,,,,,,,,,,,,36.5-38°C / 97.7-100.4°F,"Keep the area clean, avoid scratching, and use prescribed antibiotic ointment/medication. Wash hands frequently and avoid sharing towels, as it is highly contagious, especially among children.","skin_rash,high_fever,blister,red_sore_around_nose"
